bogstav;procent_25;procent_21;partier;listebogstav;kommune_kode;kommune;pp_change
S;7,51448937445873;11,280214861235452;Socialdemokratiet;A;223;hørsholm;-3,765725486776722
V;38,80007294389399;42,57776122182902;Venstre;V;480;nordfyns;-3,7776882779350345
K;5,911224925309432;9,690144885956103;Konservative;C;530;billund;-3,778919960646671
S;32,695271033797894;36,582142857142856;Socialdemokratiet;A;430;faaborg-midtfyn;-3,8868718233449613
K;7,398653488038963;11,288221319641352;Konservative;C;269;solrød;-3,8895678316023883
K;9,55793472629943;13,48715716151502;Konservative;C;665;lemvig;-3,929222435215589
S;27,6163279018982;31,56140643226129;Socialdemokratiet;A;671;struer;-3,945078530363091
V;32,606500419326686;36,616834970496654;Venstre;V;561;esbjerg;-4,010334551169969
S;10,559723023658396;14,576684024861414;Socialdemokratiet;A;657;herning;-4,016961001203018
S;16,59678942398489;20,62778575205862;Socialdemokratiet;A;573;varde;-4,03099632807373
V;19,744423105333137;23,84074941451991;Venstre;V;336;stevns;-4,096326309186772
S;6,729136341581757;10,857661378641383;Socialdemokratiet;A;230;rudersdal;-4,128525037059626
SP;3,8689593833382743;8,031839710367745;Slesvigsk Parti;S;540;sønderborg;-4,1628803270294705
S;18,812690055825353;22,99470254559092;Socialdemokratiet;A;756;ikast-brande;-4,182012489765565
S;23,175928936964073;27,38736259010133;Socialdemokratiet;A;561;esbjerg;-4,211433653137256
K;7,812388877035772;12,028979800763867;Konservative;C;253;greve;-4,216590923728095
V;15,563547769592205;19,786386676321506;Venstre;V;479;svendborg;-4,222838906729301
K;9,88379120404745;14,11407543698252;Konservative;C;740;silkeborg;-4,23028423293507
K;2,9968119022316686;7,276289411335885;Konservative;C;410;middelfart;-4,2794775091042165
V;36,08264740466991;40,42659556740544;Venstre;V;671;struer;-4,343948162735529
V;11,403319680965724;15,778771858479056;Venstre;V;210;fredensborg;-4,375452177513331
V;19,08844232962366;23,511831654794072;Venstre;V;706;syddjurs;-4,423389325170412
K;6,089526015253764;10,529169595340898;Konservative;C;621;kolding;-4,439643580087134
K;6,528411835278354;10,97219263604634;Konservative;C;630;vejle;-4,443780800767986
S;10,508333865508652;14,95348457646483;Socialdemokratiet;A;760;ringkøbing-skjern;-4,445150710956177
K;9,427727432033246;13,921884437286089;Konservative;C;707;norddjurs;-4,494157005252843
S;12,696445590546;17,212148832969824;Socialdemokratiet;A;101;københavn;-4,5157032424238235
SF;7,383172754907517;11,906744379683596;SF;F;820;vesthimmerlands;-4,523571624776079
V;10,826203979621262;15,353641456582634;Venstre;V;316;holbæk;-4,5274374769613726
K;11,852609225687209;16,41693277654958;Konservative;C;706;syddjurs;-4,564323550862371
R;4,30675812436748;8,898231872372286;Radikale;B;840;rebild;-4,591473748004805
K;18,73065709800404;23,34375;Konservative;C;575;vejen;-4,613092901995959
V;45,89893660868849;50,52494540567781;Venstre;V;657;herning;-4,626008796989325
R;3,889356922212862;8,549031208401123;Radikale;B;727;odder;-4,659674286188261
S;38,743947030338965;43,42996007637563;Socialdemokratiet;A;540;sønderborg;-4,686013046036663
S;32,18838556513162;36,880928213923205;Socialdemokratiet;A;851;aalborg;-4,692542648791587
K;12,055063913470992;16,77273973019885;Konservative;C;259;køge;-4,7176758167278585
S;18,52313330279432;23,32957563482813;Socialdemokratiet;A;791;viborg;-4,806442332033811
S;16,16262034323985;20,970170058544745;Socialdemokratiet;A;329;ringsted;-4,807549715304894
K;7,831656711725872;12,66837312743905;Konservative;C;240;egedal;-4,836716415713179
S;21,20655080213904;26,048158225811168;Socialdemokratiet;A;217;helsingør;-4,8416074236721265
K;7,488956614046502;12,35;Konservative;C;430;faaborg-midtfyn;-4,861043385953498
S;11,875089528720814;16,759904973561195;Socialdemokratiet;A;269;solrød;-4,884815444840381
S;22,43083706706493;27,32999960625271;Socialdemokratiet;A;253;greve;-4,8991625391877776
S;23,867664434816856;28,87112887112887;Socialdemokratiet;A;376;guldborgsund;-5,003464436312015
K;6,093670360372265;11,121076233183857;Konservative;C;730;randers;-5,027405872811592
V;29,814119443448995;34,897668245202944;Venstre;V;630;vejle;-5,083548801753949
V;21,497763887210127;26,695492180312787;Venstre;V;740;silkeborg;-5,19772829310266
V;6,843657817109144;12,055807297877417;Venstre;V;155;dragør;-5,2121494807682724
V;19,463638740522168;24,68006579211297;Venstre;V;250;frederikssund;-5,216427051590802
S;10,766098243827946;15,990516332982086;Socialdemokratiet;A;201;allerød;-5,22441808915414
K;27,823265405143133;33,08614161894928;Konservative;C;230;rudersdal;-5,262876213806145
S;25,016352500445976;30,301468693635663;Socialdemokratiet;A;340;sorø;-5,285116193189687
V;32,408790270962236;37,70130330353979;Venstre;V;253;greve;-5,292513032577553
V;17,476928147659855;22,79939235378513;Venstre;V;787;thisted;-5,322464206125275
K;7,112874914141799;12,4527846982239;Konservative;C;151;ballerup;-5,3399097840821
K;16,625435735972115;22,0065656856534;Konservative;C;840;rebild;-5,381129949681284
S;17,537723986167872;22,999454492048173;Socialdemokratiet;A;240;egedal;-5,4617305058803005
V;21,165976739601813;26,655033840947542;Venstre;V;320;faxe;-5,489057101345729
K;13,563264221158958;19,157226351107585;Konservative;C;163;herlev;-5,593962129948627
V;29,29989302270296;34,95818399044205;Venstre;V;326;kalundborg;-5,658290967739092
K;16,279370553998707;21,960146400976008;Konservative;C;210;fredensborg;-5,680775846977301
K;14,138829889940144;19,897632757517595;Konservative;C;175;rødovre;-5,758802867577451
S;14,996504311349334;20,81306896121711;Socialdemokratiet;A;187;vallensbæk;-5,816564649867775
K;5,813205450611147;11,658456486042692;Konservative;C;159;gladsaxe;-5,845251035431545
V;24,28599663998419;30,18325191559005;Venstre;V;540;sønderborg;-5,897255275605858
V;10,073382254836558;15,972652538521912;Venstre;V;265;roskilde;-5,899270283685354
K;5,168088309081787;11,121297883365887;Konservative;C;390;vordingborg;-5,9532095742841005
K;10,41754533951919;16,381388128600026;Konservative;C;167;hvidovre;-5,963842789080836
S;30,84555463684233;36,81483136028591;Socialdemokratiet;A;846;mariagerfjord;-5,969276723443578
K;15,14502307185234;21,119925732129293;Konservative;C;787;thisted;-5,974902660276953
K;3,946612171913915;9,933083074914313;Konservative;C;760;ringkøbing-skjern;-5,986470903000398
S;28,00147221199853;34,07127429805615;Socialdemokratiet;A;165;albertslund;-6,069802086057624
SF;11,18476220900052;17,296917361180842;SF;F;621;kolding;-6,112155152180323
V;19,27512355848435;25,46728971962617;Venstre;V;741;samsø;-6,19216616114182
K;8,378451041106558;14,592807804452113;Konservative;C;751;aarhus;-6,214356763345554
S;33,4296811489477;39,674336973478944;Socialdemokratiet;A;185;tårnby;-6,244655824531243
S;18,320992595557335;24,649553334981107;Socialdemokratiet;A;219;hillerød;-6,3285607394237715
K;28,297682709447415;34,74355598466895;Konservative;C;217;helsingør;-6,445873275221537
K;33,6715603893839;40,2733224222586;Konservative;C;147;frederiksberg;-6,601762032874703
S;52,31904258387003;58,98859543817528;Socialdemokratiet;A;316;holbæk;-6,669552854305252
K;6,91203919738684;13,60518999073216;Konservative;C;350;lejre;-6,69315079334532
S;21,32088058705804;28,031148015036973;Socialdemokratiet;A;265;roskilde;-6,710267427978934
S;21,28745972889186;28,06233314707891;Socialdemokratiet;A;480;nordfyns;-6,774873418187049
K;12,762674170562338;19,624021377338146;Konservative;C;756;ikast-brande;-6,8613472067758075
K;11,45241032986186;18,47049137382583;Konservative;C;461;odense;-7,018081043963971
S;24,267761477995293;31,4072881014697;Socialdemokratiet;A;707;norddjurs;-7,139526623474406
S;18,83989064542969;26,0294703305456;Socialdemokratiet;A;326;kalundborg;-7,189579685115909
S;25,082372322899506;32,281931464174455;Socialdemokratiet;A;741;samsø;-7,19955914127495
S;38,54997341839447;45,85467926978858;Socialdemokratiet;A;163;herlev;-7,304705851394111
V;26,53426144709113;33,95462706055166;Venstre;V;760;ringkøbing-skjern;-7,420365613460529
S;39,055272895467155;46,57313432835821;Socialdemokratiet;A;260;halsnæs;-7,517861432891053
V;6,406062588594483;13,93255990458636;Venstre;V;306;odsherred;-7,526497315991878
S;22,649425682646672;30,18545222844495;Socialdemokratiet;A;510;haderslev;-7,536026545798279
V;16,503878195920713;24,045002051437088;Venstre;V;615;horsens;-7,541123855516375
K;8,70254957507082;16,336783259046612;Konservative;C;573;varde;-7,634233683975792
K;22,74751845253245;30,466280295047422;Konservative;C;201;allerød;-7,718761842514972
V;16,32712843865676;24,0534902991685;Venstre;V;746;skanderborg;-7,726361860511741
V;13,865860167230029;21,619287243231064;Venstre;V;710;favrskov;-7,753427076001035
S;24,92543423592023;32,94296248102364;Socialdemokratiet;A;159;gladsaxe;-8,017528245103414
S;23,801394223929435;31,953808635776788;Socialdemokratiet;A;530;billund;-8,152414411847353
S;31,133744767165854;39,31932209659893;Socialdemokratiet;A;370;næstved;-8,185577329433077
S;24,70873051898926;32,90048400424979;Socialdemokratiet;A;766;hedensted;-8,19175348526053
V;25,350759177397652;33,559431524547804;Venstre;V;330;slagelse;-8,208672347150152
V;5,853129798572848;14,108814352574104;Venstre;V;185;tårnby;-8,255684554001256
S;18,95019721728577;27,32922011629456;Socialdemokratiet;A;420;assens;-8,379022899008792
S;7,955449482895784;16,5016501650165;Socialdemokratiet;A;825;læsø;-8,546200682120716
S;31,77045696068013;40,40003644979041;Socialdemokratiet;A;410;middelfart;-8,629579489110284
S;36,836261826607455;45,52676476860738;Socialdemokratiet;A;175;rødovre;-8,690502941999924
V;23,625919317637845;32,334152334152336;Venstre;V;846;mariagerfjord;-8,708233016514491
V;12,812210915818689;21,62985074626865;Venstre;V;260;halsnæs;-8,817639830449963
V;12,774331265425923;21,60234454998058;Venstre;V;219;hillerød;-8,828013284554656
V;17,553793884484712;26,485779216307417;Venstre;V;223;hørsholm;-8,931985331822705
S;21,35450583579622;30,28737983227654;Socialdemokratiet;A;810;brønderslev;-8,932873996480318
S;18,519368284195632;27,51612355736592;Socialdemokratiet;A;169;høje-taastrup;-8,996755273170287
S;18,712715855573;28,080357142857142;Socialdemokratiet;A;575;vejen;-9,367641287284144
K;47,2894875101495;57,036608960024125;Konservative;C;157;gentofte;-9,747121449874626
V;31,781600126242704;41,60235063663075;Venstre;V;779;skive;-9,820750510388049
V;21,25807357483853;31,09007543262831;Venstre;V;727;odder;-9,83200185778978
S;24,86404087013843;34,808844628238674;Socialdemokratiet;A;787;thisted;-9,944803758100242
S;19,51219512195122;29,51016969551089;Socialdemokratiet;A;250;frederikssund;-9,99797457355967
V;14,485151028005752;24,52640248924682;Venstre;V;161;glostrup;-10,041251461241067
V;15,274463007159904;25,33003300330033;Venstre;V;825;læsø;-10,055569996140425
DF;8,807222710334171;19,017346290073565;Dansk Folkeparti;O;376;guldborgsund;-10,210123579739394
S;11,275081661222586;21,556997219647823;Socialdemokratiet;A;350;lejre;-10,281915558425236
S;40,132030832633745;50,77955476975006;Socialdemokratiet;A;151;ballerup;-10,647523937116311
V;8,128418549346017;18,784822286263207;Venstre;V;360;lolland;-10,65640373691719
V;7,9317697228145;18,600608431116903;Venstre;V;563;fanø;-10,668838708302403
V;22,754001960143743;33,43663350187571;Venstre;V;580;aabenraa;-10,682631541731968
S;24,140178674130595;34,866620368479104;Socialdemokratiet;A;167;hvidovre;-10,726441694348509
V;15,13708664713269;25,921382771117923;Venstre;V;329;ringsted;-10,784296123985232
S;17,39954263312643;28,30859566139292;Socialdemokratiet;A;580;aabenraa;-10,909053028266491
S;22,915447492118627;34,23019431988042;Socialdemokratiet;A;730;randers;-11,314746827761791
V;7,867110755090856;19,20223444182596;Venstre;V;270;gribskov;-11,335123686735106
S;17,164399763453577;29,298857868020303;Socialdemokratiet;A;320;faxe;-12,134458104566725
V;33,95114451656986;46,08651312993966;Venstre;V;773;morsø;-12,135368613369799
S;18,328862237651887;30,5230166503428;Socialdemokratiet;A;779;skive;-12,194154412690914
S;23,127098691574357;35,56025032885558;Socialdemokratiet;A;390;vordingborg;-12,433151637281224
S;23,816568047337277;36,44937344452692;Socialdemokratiet;A;190;furesø;-12,632805397189642
S;18,58968956314089;31,757970705563505;Socialdemokratiet;A;259;køge;-13,168281142422614
V;32,45534086766314;46,00285674791503;Venstre;V;849;jammerbugt;-13,547515880251893
S;23,726430399826945;37,327897854011226;Socialdemokratiet;A;607;fredericia;-13,60146745418428
S;21,91069204767835;35,59277479439709;Socialdemokratiet;A;710;favrskov;-13,682082746718738
S;39,53791469194313;53,49528021651594;Socialdemokratiet;A;153;brøndby;-13,957365524572808
EL;8,949313621964098;23,06971992849238;Enhedslisten;Ø;400;bornholm;-14,120406306528281
EL;8,933210055915115;23,06971992849238;Enhedslisten;Ø;400;bornholms regionskommune;-14,136509872577264
V;30,45242617855293;45,46800174140183;Venstre;V;665;lemvig;-15,015575562848898
V;18,88960146587265;34,254924814185;Venstre;V;791;viborg;-15,365323348312351
S;20,70657507360157;36,5553507535509;Socialdemokratiet;A;306;odsherred;-15,848775679949327
S;20,318033469897923;36,566035016932055;Socialdemokratiet;A;440;kerteminde;-16,248001547034132
V;12,090713902308105;28,74196510560147;Venstre;V;482;langeland;-16,651251203293363
V;34,761206535400085;52,00829919668032;Venstre;V;450;nyborg;-17,247092661280234
S;20,371933208752782;38,282159710731136;Socialdemokratiet;A;661;holstebro;-17,910226501978354
K;10,293155735267884;29,573563514558103;Konservative;C;340;sorø;-19,28040777929022
S;21,01783590963139;41,7195004803074;Socialdemokratiet;A;360;lolland;-20,701664570676012
SF;10,923242082662371;34,26472517381608;SF;F;482;langeland;-23,341483091153712
S;26,131178707224333;57,413529231711045;Socialdemokratiet;A;813;frederikshavn;-31,282350524486713
DD;2,5200975521633096;;Danmarksdemokraterne;Æ;185;tårnby;
E;0,2800108391292566;;E;E;185;tårnby;
M;3,744015897389577;;Moderaterne;M;185;tårnby;
T;3,739499593532653;;T;T;185;tårnby;
ALT;0,1951773890700662;;Alternativet;Å;540;sønderborg;
DD;5,131435912639589;;Danmarksdemokraterne;Æ;540;sønderborg;
E;0,3829429785551932;;E;E;540;sønderborg;
G;0,3088249827058009;;G;G;540;sønderborg;
KD;0,3236485818756794;;Kristendemokraterne;K;540;sønderborg;
M;0,5114141713608065;;Moderaterne;M;540;sønderborg;
DD;8,676664469347397;;Danmarksdemokraterne;Æ;787;thisted;
T;1,8745880026367832;;T;T;787;thisted;
DD;9,2263578095131;;Danmarksdemokraterne;Æ;840;rebild;
L;6,600697177555381;;L;L;840;rebild;
R;1,613628696727763;;R;R;840;rebild;
ALT;0,2139421842641244;;Alternativet;Å;561;esbjerg;
DD;5,605285227720061;;Danmarksdemokraterne;Æ;561;esbjerg;
E;0,9875571225631984;;E;E;561;esbjerg;
J;0,1454806852996046;;J;J;561;esbjerg;
L;0,3525767196672771;;L;L;561;esbjerg;
M;1,184383932086193;;Moderaterne;M;561;esbjerg;
LA;3,713844425723112;;Liberal Alliance;I;727;odder;
M;0,3931479921370401;;Moderaterne;M;727;odder;
DD;6,3545070151835485;;Danmarksdemokraterne;Æ;330;slagelse;
L;4,310013453776667;;L;L;330;slagelse;
M;1,102729194695368;;Moderaterne;M;330;slagelse;
R;0,4564674226407841;;R;R;330;slagelse;
T;0,547760907168941;;T;T;330;slagelse;
DD;2,764358561460011;;Danmarksdemokraterne;Æ;482;langeland;
L;7,62211486849168;;L;L;482;langeland;
LA;4,17337627482555;;Liberal Alliance;I;482;langeland;
M;2,965646806226516;;Moderaterne;M;482;langeland;
D;2,15796118036926;;D;D;779;skive;
DD;13,377781284519488;;Danmarksdemokraterne;Æ;779;skive;
L;6,391036768186839;;L;L;779;skive;
LA;3,2862553258639737;;Liberal Alliance;I;779;skive;
M;0,331387091683762;;Moderaterne;M;779;skive;
DD;5,0065244600676415;;Danmarksdemokraterne;Æ;746;skanderborg;
M;1,3714681366674657;;Moderaterne;M;746;skanderborg;
DD;10,17948717948718;;Danmarksdemokraterne;Æ;492;ærø;
E;3,641025641025641;;E;E;492;ærø;
L;4,769230769230769;;L;L;492;ærø;
LA;2,8205128205128207;;Liberal Alliance;I;492;ærø;
T;7,307692307692308;;T;T;492;ærø;
ALT;1,355843573749673;;Alternativet;Å;250;frederikssund;
DD;2,8087999103574495;;Danmarksdemokraterne;Æ;250;frederikssund;
LA;17,715609009076307;;Liberal Alliance;I;250;frederikssund;
M;0,6200276397863519;;Moderaterne;M;250;frederikssund;
W;0,1979606319799798;;W;W;250;frederikssund;
DD;8,503463361283266;;Danmarksdemokraterne;Æ;849;jammerbugt;
L;1,959533357637623;;L;L;849;jammerbugt;
LA;4,848705796573095;;Liberal Alliance;I;849;jammerbugt;
P;0,0273423259205249;;P;P;849;jammerbugt;
T;1,148377688662049;;T;T;849;jammerbugt;
DD;7,879131255901795;;Danmarksdemokraterne;Æ;573;varde;
M;0,7365439093484419;;Moderaterne;M;573;varde;
N;6,696883852691219;;N;N;573;varde;
D;0,8242387239563458;;D;D;151;ballerup;
E;0,8891093642677249;;E;E;151;ballerup;
M;2,8008852934442494;;Moderaterne;M;151;ballerup;
ALT;1,5107326178254783;;Alternativet;Å;350;lejre;
DD;4,374708352776482;;Danmarksdemokraterne;Æ;350;lejre;
L;3,762249183387774;;L;L;350;lejre;
M;0,5891273915072328;;Moderaterne;M;350;lejre;
N;2,3040130657956137;;N;N;350;lejre;
D;0,5481756482394571;;D;D;479;svendborg;
DD;4,11566796217878;;Danmarksdemokraterne;Æ;479;svendborg;
E;0,3683508324148732;;E;E;479;svendborg;
J;0,1218168107198793;;J;J;479;svendborg;
DD;1,3725908541355525;;Danmarksdemokraterne;Æ;253;greve;
E;1,1770144370955125;;E;E;253;greve;
L;2,5318256169546975;;L;L;253;greve;
M;1,0312211080293008;;Moderaterne;M;253;greve;
U;0,2169120261716805;;U;U;253;greve;
DD;4,32995637595991;;Danmarksdemokraterne;Æ;607;fredericia;
G;0,1586328730576486;;G;G;607;fredericia;
J;2,50567833579695;;J;J;607;fredericia;
M;1,1176406965425243;;Moderaterne;M;607;fredericia;
P;0,2307387244474889;;P;P;607;fredericia;
DD;0,5158332139274968;;Danmarksdemokraterne;Æ;157;gentofte;
M;1,6430243110283231;;Moderaterne;M;157;gentofte;
U;0,1385107704064574;;U;U;157;gentofte;
ALT;0,6402048655569782;;Alternativet;Å;530;billund;
DD;14,241001564945227;;Danmarksdemokraterne;Æ;530;billund;
M;2,1980367050789584;;Moderaterne;M;530;billund;
N;1,52937828994167;;N;N;530;billund;
D;0,2267764152528137;;D;D;671;struer;
DD;6,912481101965396;;Danmarksdemokraterne;Æ;671;struer;
J;0,1091886443809843;;J;J;671;struer;
KD;0,2099781622711237;;Kristendemokraterne;K;671;struer;
U;0,1847807827985889;;U;U;671;struer;
DD;8,957393389085006;;Danmarksdemokraterne;Æ;730;randers;
E;5,300813622033866;;E;E;730;randers;
J;0,4719385347252374;;J;J;730;randers;
M;1,077907613312442;;Moderaterne;M;730;randers;
D;0,5660471872964985;;D;D;810;brønderslev;
DD;9,197014476782046;;Danmarksdemokraterne;Æ;810;brønderslev;
J;6,752492110404249;;J;J;810;brønderslev;
M;0,8916495516705906;;Moderaterne;M;810;brønderslev;
D;10,454900429519718;;D;D;183;ishøj;
L;11,919172198360016;;L;L;183;ishøj;
LA;4,890667707926591;;Liberal Alliance;I;183;ishøj;
M;1,8254588051542369;;Moderaterne;M;183;ishøj;
DD;7,447898872565767;;Danmarksdemokraterne;Æ;773;morsø;
DD;1,6525439975461065;;Danmarksdemokraterne;Æ;167;hvidovre;
L;7,561059775315364;;L;L;167;hvidovre;
M;1,5796940301368814;;Moderaterne;M;167;hvidovre;
DD;6,119524113756842;;Danmarksdemokraterne;Æ;740;silkeborg;
L;0,3298050524061955;;L;L;740;silkeborg;
M;0,4852105744824133;;Moderaterne;M;740;silkeborg;
N;0,1899400825375995;;N;N;740;silkeborg;
ALT;2,4867162592986185;;Alternativet;Å;410;middelfart;
DD;7,3836344314558975;;Danmarksdemokraterne;Æ;410;middelfart;
FG;0,3868225292242295;;Frie Grønne;Q;410;middelfart;
LA;6,9075451647183845;;Liberal Alliance;I;410;middelfart;
M;0,9011689691817216;;Moderaterne;M;410;middelfart;
T;2,4357066950053134;;T;T;410;middelfart;
Y;0,8161530286928799;;Y;Y;410;middelfart;
ALT;0,95409442808854;;Alternativet;Å;306;odsherred;
DD;7,501908188856177;;Danmarksdemokraterne;Æ;306;odsherred;
L;1,8645731108930328;;L;L;306;odsherred;
M;0,9268345872860104;;Moderaterne;M;306;odsherred;
N;11,874386653581944;;N;N;306;odsherred;
ALT;0,7096069868995634;;Alternativet;Å;230;rudersdal;
L;5,131004366812228;;L;L;230;rudersdal;
M;2,0621057738961666;;Moderaterne;M;230;rudersdal;
KD;0,3969194312796208;;Kristendemokraterne;K;153;brøndby;
M;2,2808056872037916;;Moderaterne;M;153;brøndby;
DD;5,461767626613704;;Danmarksdemokraterne;Æ;430;faaborg-midtfyn;
L;5,246036366126767;;L;L;430;faaborg-midtfyn;
LA;3,890011300208883;;Liberal Alliance;I;430;faaborg-midtfyn;
M;0,5273430811902887;;Moderaterne;M;430;faaborg-midtfyn;
E;1,8737672583826428;;E;E;190;furesø;
L;0,3081854043392505;;L;L;190;furesø;
M;0,678007889546351;;Moderaterne;M;190;furesø;
DD;4,020265885450466;;Danmarksdemokraterne;Æ;751;aarhus;
E;0,2090556801957984;;E;E;751;aarhus;
J;0,0788014759052899;;J;J;751;aarhus;
M;1,5292121706561843;;Moderaterne;M;751;aarhus;
N;0,3967886080878126;;N;N;751;aarhus;
P;0,0176144475553;;P;P;751;aarhus;
R;0,177071551740122;;R;R;751;aarhus;
T;0,1705820184302746;;T;T;751;aarhus;
L;3,4968017057569294;;L;L;563;fanø;
D;0,3508843928263635;;D;D;615;horsens;
DD;3,9664300077974306;;Danmarksdemokraterne;Æ;615;horsens;
L;0,3939754586120573;;L;L;615;horsens;
M;0,7304961628431895;;Moderaterne;M;615;horsens;
T;0,1682603521155661;;T;T;615;horsens;
DD;6,712266870257552;;Danmarksdemokraterne;Æ;630;vejle;
M;2,525669590688833;;Moderaterne;M;630;vejle;
R;0,2228073728985214;;R;R;630;vejle;
D;0,2510489029506843;;D;D;510;haderslev;
DD;6,792076483939748;;Danmarksdemokraterne;Æ;510;haderslev;
D;1,4755127668480537;;D;D;329;ringsted;
DD;2,9143993302637083;;Danmarksdemokraterne;Æ;329;ringsted;
L;0,7534533277521975;;L;L;329;ringsted;
N;0,1831310171619924;;N;N;329;ringsted;
DD;12,561182956360453;;Danmarksdemokraterne;Æ;820;vesthimmerlands;
L;0,597660878973672;;L;L;820;vesthimmerlands;
LA;2,3494255242413313;;Liberal Alliance;I;820;vesthimmerlands;
D;0,2529617606138539;;D;D;270;gribskov;
DD;3,8155065559256287;;Danmarksdemokraterne;Æ;270;gribskov;
E;0,2108014671782115;;E;E;270;gribskov;
G;10,902651882457102;;G;G;270;gribskov;
KD;0,3583624942029596;;Kristendemokraterne;K;270;gribskov;
L;0,8980142501791812;;L;L;270;gribskov;
LA;4,679792571356297;;Liberal Alliance;I;270;gribskov;
M;5,565158733504785;;Moderaterne;M;270;gribskov;
N;0,147561027024748;;N;N;270;gribskov;
U;0,4511151397613727;;U;U;270;gribskov;
M;1,6098243827946044;;Moderaterne;M;201;allerød;
U;0,7890048358360905;;U;U;201;allerød;
DD;6,736360666448873;;Danmarksdemokraterne;Æ;580;aabenraa;
E;0,3430251551780464;;E;E;580;aabenraa;
J;0,757922247631493;;J;J;580;aabenraa;
M;1,2087553087226397;;Moderaterne;M;580;aabenraa;
R;1,9993466187520417;;Radikale;B;580;aabenraa;
DD;0,7433628318584071;;Danmarksdemokraterne;Æ;155;dragør;
G;0,2359882005899705;;G;G;155;dragør;
L;3,7286135693215336;;L;L;155;dragør;
M;1,4395280235988202;;Moderaterne;M;155;dragør;
T;16,8023598820059;;T;T;155;dragør;
DD;1,9914234190703812;;Danmarksdemokraterne;Æ;461;odense;
E;0,0750666540117518;;E;E;461;odense;
FG;0,2726558927323399;;Frie Grønne;Q;461;odense;
G;0,7756887581214355;;G;G;461;odense;
L;0,3839616210945926;;L;L;461;odense;
M;1,9500073340983803;;Moderaterne;M;461;odense;
U;0,2743815629395066;;U;U;461;odense;
D;0,0507340584075847;;D;D;147;frederiksberg;
DD;0,2790373212417161;;Danmarksdemokraterne;Æ;147;frederiksberg;
E;0,068173890985192;;E;E;147;frederiksberg;
J;0,2203760662079462;;J;J;147;frederiksberg;
M;1,1383454355201823;;Moderaterne;M;147;frederiksberg;
T;0,0459777404318736;;T;T;147;frederiksberg;
DD;10,015842839036756;;Danmarksdemokraterne;Æ;813;frederikshavn;
LA;3,0228136882129277;;Liberal Alliance;I;813;frederikshavn;
M;2,8168567807351077;;Moderaterne;M;813;frederikshavn;
ALT;0,2986482238289846;;Alternativet;Å;240;egedal;
DD;2,330242062244577;;Danmarksdemokraterne;Æ;240;egedal;
E;7,242219427852876;;E;E;240;egedal;
L;14,213297705124177;;L;L;240;egedal;
M;1,5089594467148697;;Moderaterne;M;240;egedal;
DD;5,203515263644774;;Danmarksdemokraterne;Æ;260;halsnæs;
LA;4,070305272895467;;Liberal Alliance;I;260;halsnæs;
M;1,55527289546716;;Moderaterne;M;260;halsnæs;
R;0,5087881591119334;;R;R;260;halsnæs;
DD;3,651403743315508;;Danmarksdemokraterne;Æ;217;helsingør;
E;0,1281194295900178;;E;E;217;helsingør;
KD;0,3063725490196078;;Kristendemokraterne;K;217;helsingør;
L;1,8633021390374336;;L;L;217;helsingør;
M;3,239193404634581;;Moderaterne;M;217;helsingør;
T;0,1448306595365419;;T;T;217;helsingør;
Y;0,0724153297682709;;Y;Y;217;helsingør;
D;0,379769726927482;;D;D;661;holstebro;
DD;6,805714630176624;;Danmarksdemokraterne;Æ;661;holstebro;
M;0,7746096811139912;;Moderaterne;M;661;holstebro;
ALT;0,49813200498132;;Alternativet;Å;710;favrskov;
DD;7,045009784735812;;Danmarksdemokraterne;Æ;710;favrskov;
D;5,556960247225734;;D;D;259;køge;
DD;2,4975417895771876;;Danmarksdemokraterne;Æ;259;køge;
L;1,118134569462003;;L;L;259;køge;
M;1,104087652760219;;Moderaterne;M;259;køge;
ALT;0,5561785153621889;;Alternativet;Å;575;vejen;
DD;6,485759138820363;;Danmarksdemokraterne;Æ;575;vejen;
M;2,1125812962547657;;Moderaterne;M;575;vejen;
DD;11,28172240036647;;Danmarksdemokraterne;Æ;791;viborg;
M;1,0957398076042144;;Moderaterne;M;791;viborg;
T;1,299129638112689;;T;T;791;viborg;
U;0,0311497938616582;;U;U;791;viborg;
Y;2,1621621621621623;;Y;Y;791;viborg;
DD;6,939368146998448;;Danmarksdemokraterne;Æ;707;norddjurs;
J;0,7960747008461423;;J;J;707;norddjurs;
M;0,6558854453512242;;Moderaterne;M;707;norddjurs;
N;5,106894307314875;;N;N;707;norddjurs;
DD;9,622871524637224;;Danmarksdemokraterne;Æ;706;syddjurs;
J;0,1061779857642848;;J;J;706;syddjurs;
LA;2,7252349679499783;;Liberal Alliance;I;706;syddjurs;
Z;0,9752644618349128;;Z;Z;706;syddjurs;
DD;1,8667723330251396;;Danmarksdemokraterne;Æ;400;bornholms regionskommune;
E;0,3434156650376436;;E;E;400;bornholms regionskommune;
FG;0,5591511469202659;;Frie Grønne;Q;400;bornholms regionskommune;
J;1,3692598952141946;;J;J;400;bornholms regionskommune;
LA;1,329635010786774;;Liberal Alliance;I;400;bornholms regionskommune;
M;2,1925769383172633;;Moderaterne;M;400;bornholms regionskommune;
DD;3,8972966497624086;;Danmarksdemokraterne;Æ;621;kolding;
J;0,5969732060855328;;J;J;621;kolding;
L;0,1976600247574172;;L;L;621;kolding;
M;1,5613145389929322;;Moderaterne;M;621;kolding;
DD;22,327749956829564;;Danmarksdemokraterne;Æ;665;lemvig;
