kommune,kommune_dagi_id,frigivelsestidspunkt,opdateringstidspunkt,valgforbund_navn,kandidatliste_id,valgforbund_partier,valgforbund_partibogstav
Silkeborg,389192,2025-10-06 10:02:41,2025-10-06 10:02:41,VF3,"['bb9258d7-2d94-43f1-a318-823c1eea927b', 'd1c52e5c-36f8-4aa8-ada2-a2d9055da5b2']","['Dansk Folkeparti', 'Liberal Alliance']","['O', 'I']"
Silkeborg,389192,2025-10-06 10:02:41,2025-10-06 10:02:41,VF1,"['630eb15f-7293-4929-9022-4b26aba3809b', 'c11643f9-9634-4587-8b42-15e5dad8469a', 'd6e2ed93-dc19-44b2-b040-6bd2da6fc492', 'd89f9433-2639-4738-bcd3-a6a88bd0fe30']","['Deltagerlisten', 'Socialdemokratiet', 'Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti']","['N', 'A', 'Ø', 'F']"
Silkeborg,389192,2025-10-06 10:02:41,2025-10-06 10:02:41,VF4,"['516c73f2-86b1-4948-8b18-0716c23bb711', '97d8c98b-641f-4f1b-af86-6b8239d44af1', '9f1931d8-700e-46f2-8af3-6da4ab97e490']","['Moderaterne', 'Louise Isager', 'Radikale Venstre']","['M', 'L', 'B']"
Silkeborg,389192,2025-10-06 10:02:41,2025-10-06 10:02:41,VF2,"['2a128a07-9435-4c50-9a99-d95180f05686', '77c089c0-42a6-4d1f-9120-05ada57fc68a', '992d7649-1447-4398-a707-ca1206f1c42d']","['Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti', 'Venstre, Danmarks Liberale Parti']","['Æ', 'C', 'V']"
Næstved,389148,2025-10-06 10:59:16,2025-10-06 10:59:16,"Valgforbund (A, B, F, Ø, Å)","['54233494-1ca4-4450-aa82-9a36f311d7b8', '634179a5-793e-4841-bd6d-3223fd61b56b', 'b8b19f66-bebe-4df5-8b4a-c6f86e908574', 'e593ec9d-6c25-4832-af82-74f26d398534', 'e80c6821-52bb-4b8c-b04d-41199d5a816c']","['SF - Socialistisk Folkeparti', 'Alternativet', 'Socialdemokratiet', 'Enhedslisten - De Rød-Grønne', 'Radikale Venstre']","['F', 'Å', 'A', 'Ø', 'B']"
Næstved,389148,2025-10-06 10:59:16,2025-10-06 10:59:16,"Valgforbund ( C, I, M, O, V, Æ)","['3635bb82-9df7-49b2-b66e-e131f0a05e05', '448cc1f8-4c36-49b3-9aa7-11599eb77963', 'a082dd84-351e-4130-8302-6907a8546680', 'dda0cc19-19ab-43ba-9dcd-ecd1b45a64a1', 'e7c97b14-f693-4479-97cf-d5e3c7a27666', 'f69273a7-be98-4398-9279-5fc4ab270f38']","['Dansk Folkeparti', 'Liberal Alliance', 'Moderaterne', 'Danmarksdemokraterne - Inger Støjberg', 'Venstre, Danmarks Liberale Parti', 'Det Konservative Folkeparti']","['O', 'I', 'M', 'Æ', 'V', 'C']"
Morsø,389197,2025-10-06 10:37:00,2025-10-06 10:37:00,Valgforbund 1: B-F-Ø,"['a53fef86-b981-4e4e-8410-337e3ba98be1', 'd828076c-d0bb-4023-b1f6-5b34aa79ec8a', 'e1a44fe5-819f-4b40-9b76-ef3f96855e4f']","['Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti', 'Radikale Venstre']","['Ø', 'F', 'B']"
Morsø,389197,2025-10-06 10:37:00,2025-10-06 10:37:00,Valgforbund 2: V-Æ,"['0294ae01-f0b5-479b-a0ea-990f2e12250f', 'e43e2efa-d5a2-4d1b-ad23-dbecc16f2fe8']","['Venstre, Danmarks Liberale Parti', 'Danmarksdemokraterne - Inger Støjberg']","['V', 'Æ']"
Egedal,389129,2025-10-06 10:23:31,2025-10-06 10:23:31,Valgforbund 3,"['882e8f74-6c64-434b-9366-199d6346aaad', '98a225b5-1df8-4276-a24b-4e00a6a7d414']","['Enhedslisten', 'Socialistisk Folkeparti']","['Ø', 'F']"
Egedal,389129,2025-10-06 10:23:31,2025-10-06 10:23:31,Valgforbund 1,"['35600b96-a55a-4d76-a00e-3e9fcb6938ea', '91fff6f9-87a2-4833-9898-20101b71b410', 'de2f3b20-7ae6-4a59-958e-cdfb724e3a00']","['Radikale Venstre', 'Et Samlet Egedal', 'Alternativet']","['B', 'E', 'Å']"
Egedal,389129,2025-10-06 10:23:31,2025-10-06 10:23:31,Valgforbund 4,"['3a0fce2b-d3a4-486a-b8b2-cb6f0b4de40c', '78a5f9ac-a222-408e-9ac5-75f0cb7b1839']","['Lokallisten Ny Egedal', 'Moderaterne']","['L', 'M']"
Egedal,389129,2025-10-06 10:23:31,2025-10-06 10:23:31,Valgforbund 2,"['3913cff8-1449-433a-bda4-f3da81a5f6ee', '4145d272-a8e8-4eb1-a6a6-19b24f1492b1', 'aba0e878-91ba-4479-8a4d-6e60bc380641', 'bbed3ca0-a61f-4930-b1e5-03a1166873fe']","['Dansk Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Det Konservative Folkeparti']","['O', 'Æ', 'I', 'C']"
Kerteminde,389159,2025-10-06 10:39:30,2025-10-06 10:39:30,VF1. AFØ,"['1d3010d4-caf5-452a-8954-b21eff7e0f1f', '7bb31a87-4276-43b6-b896-f1910b50fcee', 'dad00203-01e2-435f-a211-e8ef5ca4f397']","['Socialdemokratiet', 'Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti']","['A', 'Ø', 'F']"
Kerteminde,389159,2025-10-06 10:39:30,2025-10-06 10:39:30,VF3. CEIÆ,"['4c2cb35c-5f7b-4bdf-81f6-afc34a19dd6f', '951e7784-56f6-47c9-851b-e08804ecda1b', 'c2e5e673-1ada-4d63-9b66-3457e8d7faea', 'ff8ace41-6bb0-49d3-baa8-2c89c398c29f']","['Liberal Alliance', 'Hverdagens Stemme', 'Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg']","['I', 'E', 'C', 'Æ']"
Kerteminde,389159,2025-10-06 10:39:30,2025-10-06 10:39:30,VF2. BMV,"['6026cdc8-9f27-4818-bf22-7a26d5e9c3c4', '9a47d80e-dba6-48dd-aa21-2458bdd0f96e', 'c83221e5-b348-47a9-ae87-5846af1f20a7']","['Moderaterne', 'Venstre, Danmarks Liberale Parti', 'Radikale Venstre']","['M', 'V', 'B']"
Aarhus,389194,2025-10-06 10:00:58,2025-10-06 10:00:58,Valgforbund 2,"['342863c9-f722-46b7-9d3b-a7e0f16aa526', '64766952-f10e-4259-8d63-6372eb90efe2', 'a648d21a-19f1-4a0a-8fdf-3a901bdd52b7', 'bfef0818-9d12-4ec2-ac58-a7bd6d26da55']","['BorgerTinget', 'Moderaterne', 'KristenDemokraterne', 'Radikale Venstre']","['T', 'M', 'K', 'B']"
Aarhus,389194,2025-10-06 10:00:58,2025-10-06 10:00:58,Valgforbund 4,"['3f8875e2-4fbd-4449-9602-d0ee541d3b48', '906e7bf6-05b2-4022-a80f-0a01cd11b7d3']","['Kommunistisk Parti', 'Frie Grønne - Danmarks nye venstrefløjsparti']","['R', 'Q']"
Aarhus,389194,2025-10-06 10:00:58,2025-10-06 10:00:58,Valgforbund 3,"['9a283417-27fe-4707-814d-8a0833153e09', 'ab19c02a-4453-44f6-834f-5bebded83152', 'eae375ab-901b-4826-ab6d-dd57aef910d1']","['Enhedslisten - De Rød-Grønne', 'Alternativet', 'SF - Socialistisk Folkeparti']","['Ø', 'Å', 'F']"
Aarhus,389194,2025-10-06 10:00:58,2025-10-06 10:00:58,Valgforbund 1,"['8c64249e-b4d6-4015-85dd-70c7ec5431c1', '91b32a2d-ec5e-467b-86bc-64ca978750cf', 'a34b798f-8972-4816-9578-3e827483c68b', 'b45dd1fd-039e-45fa-a7b6-0dd6e97d15ab', 'c55c08a7-74b8-43f3-81d2-04046db8eee9', 'f140a66e-13cf-42d0-8975-4c3b5d2f505e']","['Danmarksdemokraterne - Inger Støjberg', 'Venstre, Danmarks Liberale Parti', 'Liberal Alliance', 'Det Konservative Folkeparti', 'Nej til privatisering af kommunale veje', 'Dansk Folkeparti']","['Æ', 'V', 'I', 'C', 'N', 'O']"
